giorno,mese,turno,pasto,nome_ricetta,kcal,ingredienti_principali,uova_albume,latticini_conteggiati,tipo_latticino,avocado,proteine_g,fibre_g,modificato_vs_c1
153,Febbraio,D3,Cena,"Brunch completo con polenta, manzo e broccoli",724.4,manzo magro | broccoli | farina di mais per polenta,NO,NO,,NO,45.2,7.4,NO
154,Febbraio,D4,Colazione,Porridge piccolo con frutta cotta,294.7,latte parzialmente scremato | arancia | fiocchi d'avena,NO,NO,,NO,13.3,6.4,NO
154,Febbraio,D4,Spuntino,Crackers classici con hummus delicato,210.2,pera | hummus semplice senza spezie piccanti | crackers classici,NO,NO,,NO,4.5,6.2,NO
154,Febbraio,D4,Pranzo,Couscous con gamberi e broccoli,445.9,broccoli | gamberi | couscous di semola secco,NO,NO,,NO,36.0,5.8,NO
154,Febbraio,D4,Spuntino,Piccola porzione di lupini e frutta,132.7,kiwi | lupini scolati,NO,NO,,NO,9.1,5.0,NO
154,Febbraio,D4,Cena,Filetto di maiale con patate e spinaci,458.6,patate | spinaci | filetto di maiale,NO,NO,,NO,38.2,8.8,NO
155,Febbraio,D5,Colazione,"Yogurt bianco, corn flakes e banana",337.4,yogurt bianco naturale | banana | fiocchi di mais semplici,NO,NO,,NO,10.6,4.3,NO
155,Febbraio,D5,Spuntino,Fiocchi di latte con crackers abbondanti,227.0,fiocchi di latte | crackers classici,NO,SI,fiocchi_latte,NO,13.8,0.9,SI
155,Febbraio,D5,Pranzo,Tacchino con pane bianco e zucca,451.7,zucca | petto di tacchino | pane integrale,NO,NO,,NO,40.2,6.1,NO
155,Febbraio,D5,Spuntino,Mini panino con tacchino a fette,140.0,fesa di tacchino a fette | pane bianco comune,NO,NO,,NO,12.0,0.9,NO
155,Febbraio,D5,Cena,Pasta e ceci con broccoli,473.5,broccoli | ceci cotti e sgocciolati | pasta secca,NO,NO,,NO,19.4,11.9,NO
156,Febbraio,D1,Colazione,Colazione leggera con latte e fette classiche,269.9,latte parzialmente scremato | pompelmo | fette biscottate classiche,NO,NO,,NO,10.1,2.8,NO
156,Febbraio,D1,Spuntino,Mini panino con bresaola e carote,204.9,carote | pane bianco comune | bresaola,NO,NO,,NO,15.7,3.5,NO
156,Febbraio,D1,Pranzo,Orata con patate e bietole,450.2,patate | bietole | orata,NO,NO,,NO,40.8,7.7,NO
156,Febbraio,D1,Spuntino,Avocado con mais abbondante,230.1,avocado fresco | mais dolce sgocciolato,NO,NO,,SI,5.3,4.1,SI
156,Febbraio,D1,Cena,Riso teriyaki delicato con tacchino e carciofi,454.3,carciofi | petto di tacchino | radicchio,NO,NO,,NO,38.6,9.6,NO
157,Febbraio,D2,Colazione,Kefir con fette classiche e confettura,345.6,kefir naturale | pompelmo | fette biscottate classiche,NO,NO,,NO,11.6,3.3,NO
157,Febbraio,D2,Pranzo,Patate con salmone e finocchi,466.9,patate | finocchi | salmone,NO,NO,,NO,24.5,10.0,NO
157,Febbraio,D2,Pasto preturno,Riso jasmine con piselli e carciofi,424.0,piselli cotti | carciofi | riso jasmine secco,NO,NO,,NO,13.7,11.5,NO
157,Febbraio,D2,Spuntino notturno,Mini panino bianco con bresaola,138.1,pane bianco comune | bresaola,NO,NO,,NO,12.6,0.9,NO
157,Febbraio,D2,Spuntino notturno,Frutta e mandorle,100.9,pompelmo | mandorle,NO,NO,,NO,2.7,3.1,NO
157,Febbraio,D2,Mini-pasto pre-sonno,Patata dolce con yogurt bianco,207.8,patata dolce | yogurt bianco naturale,NO,NO,,NO,7.4,4.5,SI
158,Febbraio,D3,Brunch,"Brunch completo con couscous, tacchino e spinaci",676.6,petto di tacchino | spinaci | couscous di semola secco,NO,NO,,NO,54.8,6.3,NO
158,Febbraio,D3,Spuntino,Fiocchi di latte con gallette abbondanti,233.4,fiocchi di latte | gallette di riso,NO,SI,fiocchi_latte,NO,13.9,1.4,SI
158,Febbraio,D3,Cena,Pasta con salmone e porro,502.6,porro | salmone | pasta secca,NO,NO,,NO,26.6,3.8,NO
159,Febbraio,D4,Colazione,Semolino al latte con frutta,341.5,latte parzialmente scremato | pera | semolino di frumento,NO,NO,,NO,12.7,6.0,NO
159,Febbraio,D4,Spuntino,Avocado e crackers,200.0,avocado fresco | crackers classici,NO,NO,,SI,3.8,2.6,SI
159,Febbraio,D4,Pranzo,Pollo con polenta e zucca,413.7,zucca | petto di pollo | farina di mais per polenta,NO,NO,,NO,35.3,2.5,NO
159,Febbraio,D4,Spuntino,Kefir con kiwi e semi di zucca,228.1,kefir naturale | kiwi | semi di zucca,NO,NO,,NO,10.6,4.2,NO
159,Febbraio,D4,Cena,Pasta e cannellini con cavolfiore,432.9,cavolfiore | cannellini cotti e sgocciolati | pasta secca,NO,NO,,NO,18.1,10.3,NO
160,Febbraio,D5,Colazione,"Yogurt bianco, corn flakes e frutta",231.6,yogurt bianco naturale | mandarini o clementine | fiocchi di mais semplici,NO,NO,,NO,7.7,2.9,NO
160,Febbraio,D5,Spuntino,Grana e fette biscottate,161.0,Grana Padano o Parmigiano | fette biscottate classiche,NO,SI,grana,NO,9.8,0.5,SI
160,Febbraio,D5,Pranzo,Curry bianco molto delicato di pollo e zucca,433.1,zucca | petto di pollo | riso basmati secco,NO,NO,,NO,33.0,1.7,NO
160,Febbraio,D5,Spuntino,Kefir piccolo,66.0,kefir naturale,NO,NO,,NO,4.2,0.0,NO
160,Febbraio,D5,Cena,"Brunch completo con pane integrale, salmone e radicchio",733.8,salmone | pane integrale | radicchio,NO,NO,,NO,44.3,10.2,NO
161,Febbraio,D1,Colazione,"Latte, avena e banana",317.1,latte parzialmente scremato | banana | fiocchi d'avena,NO,NO,,NO,13.6,6.3,NO
161,Febbraio,D1,Spuntino,Crackers con borlotti,183.7,borlotti cotti e sgocciolati | crackers classici,NO,NO,,NO,7.7,4.3,SI
161,Febbraio,D1,Pranzo,Polenta con merluzzo e cavolo nero,467.8,cavolo nero | merluzzo | farina di mais per polenta,NO,NO,,NO,33.2,7.7,NO
161,Febbraio,D1,Spuntino,Kefir e fette classiche,161.8,kefir naturale | fette biscottate classiche,NO,NO,,NO,7.4,0.5,NO
161,Febbraio,D1,Cena,Manzo magro con polenta e carote,477.7,carote | manzo magro | farina di mais per polenta,NO,NO,,NO,31.6,6.6,NO
162,Febbraio,D2,Colazione,"Pane integrale, burro di arachidi e banana",323.4,banana | pane integrale | burro di arachidi 100%,NO,NO,,NO,10.4,7.0,NO
162,Febbraio,D2,Pranzo,Pane integrale con pollo e zucca arrosto,432.2,zucca | petto di pollo | pane integrale,NO,NO,,NO,32.8,6.7,NO
162,Febbraio,D2,Pasto preturno,Pasta e lenticchie con passata e spinaci,436.3,passata di pomodoro | spinaci | lenticchie cotte e sgocciolate,NO,NO,,NO,19.3,11.7,NO
162,Febbraio,D2,Spuntino notturno,Ricotta semplice,182.5,ricotta vaccina,NO,SI,ricotta,NO,11.0,0.0,SI
162,Febbraio,D2,Spuntino notturno,Crackers classici con hummus delicato,210.2,pera | hummus semplice senza spezie piccanti | crackers classici,NO,NO,,NO,4.5,6.2,NO
162,Febbraio,D2,Mini-pasto pre-sonno,Frutta e nocciole,123.4,kiwi | nocciole,NO,NO,,NO,2.5,4.4,NO
163,Febbraio,D3,Brunch,Brunch: Kofte di tacchino delicati con riso e radicchio,522.6,radicchio | petto di tacchino | mela,NO,NO,,NO,40.6,6.6,NO
163,Febbraio,D3,Spuntino,Avocado e semi di zucca,206.4,avocado fresco | semi di zucca,NO,NO,,SI,4.8,2.8,SI
163,Febbraio,D3,Cena,Filetto di maiale con polenta e carote,753.6,carote | filetto di maiale | pane bianco comune,SI,NO,,NO,50.0,9.0,NO
164,Febbraio,D4,Colazione,Yogurt con avena e pera,311.6,yogurt bianco naturale | pera | fiocchi d'avena,NO,NO,,NO,13.2,7.4,NO
164,Febbraio,D4,Spuntino,Pane integrale con hummus e spinaci,222.2,spinaci | hummus semplice senza spezie piccanti | pane integrale,NO,NO,,NO,10.7,8.0,NO
164,Febbraio,D4,Pranzo,Riso basmati con ceci e carote,490.1,carote | ceci cotti e sgocciolati | riso basmati secco,NO,NO,,NO,13.8,11.5,NO
164,Febbraio,D4,Spuntino,Kefir e frutta,155.7,kefir naturale | kiwi,NO,NO,,NO,6.6,3.6,NO
164,Febbraio,D4,Cena,Couscous con gamberi e broccoli,445.9,broccoli | gamberi | couscous di semola secco,NO,NO,,NO,36.0,5.8,NO
165,Febbraio,D5,Colazione,"Pane di segale, tonno e patata dolce",395.6,patata dolce | tonno al naturale sgocciolato | pane di segale,NO,NO,,NO,27.8,7.1,NO
165,Febbraio,D5,Spuntino,Piccola porzione di lupini e frutta,120.6,arancia | lupini scolati,NO,NO,,NO,9.0,4.5,NO
165,Febbraio,D5,Pranzo,Patate con salmone e finocchi,466.9,patate | finocchi | salmone,NO,NO,,NO,24.5,10.0,NO
165,Febbraio,D5,Spuntino,Ricotta con pane bianco,209.0,ricotta vaccina | pane bianco comune,NO,SI,ricotta,NO,11.8,0.3,SI
165,Febbraio,D5,Cena,Pasta al ragù leggero di manzo,501.1,passata di pomodoro | manzo magro | carote,NO,NO,,NO,31.1,6.1,NO
166,Febbraio,D1,Colazione,"Uova strapazzate, pane bianco e frutta",348.5,pompelmo | uovo | spinaci ben cotti,SI,NO,,NO,20.2,5.2,NO
166,Febbraio,D1,Spuntino,Frutta e mandorle,120.4,pera | mandorle,NO,NO,,NO,2.2,5.0,NO
166,Febbraio,D1,Pranzo,Pasta e ceci con finocchi,451.5,finocchi | ceci cotti e sgocciolati | pasta secca,NO,NO,,NO,16.2,11.4,NO
166,Febbraio,D1,Spuntino,Avocado con tortilla intera piccola,240.5,avocado fresco | tortilla di frumento,NO,NO,,SI,4.9,3.1,SI
166,Febbraio,D1,Cena,Couscous marocchino delicato con tacchino e finocchi,452.7,finocchi | petto di tacchino | cavolfiore,NO,NO,,NO,37.3,8.4,NO
167,Febbraio,D2,Colazione,Grana con fette biscottate abbondanti,284.0,fette biscottate classiche | Grana Padano o Parmigiano,NO,SI,grana,NO,12.8,1.4,SI
167,Febbraio,D2,Pranzo,Sogliola con riso e lattuga,407.4,sogliola | lattuga | riso basmati secco,NO,NO,,NO,38.9,3.1,NO
167,Febbraio,D2,Pasto preturno,Farro con tonno e radicchio,404.8,radicchio | tonno al naturale sgocciolato | farro secco,NO,NO,,NO,34.5,5.5,NO
167,Febbraio,D2,Spuntino notturno,Crackers con sardine,190.0,sardine | crackers classici,NO,NO,,NO,14.3,0.6,NO
167,Febbraio,D2,Spuntino notturno,Yogurt con frutti di bosco e nocciole,238.7,"yogurt bianco naturale | frutti di bosco, anche surgelati | nocciole",NO,NO,,NO,9.2,6.5,NO
167,Febbraio,D2,Mini-pasto pre-sonno,Crackers con tonno al naturale,177.1,tonno al naturale sgocciolato | crackers classici,NO,NO,,NO,17.9,0.8,NO
168,Febbraio,D3,Brunch,Brunch: Couscous marocchino delicato con tacchino e finocchi,525.9,finocchi | kiwi | petto di tacchino,NO,NO,,NO,38.6,12.1,NO
168,Febbraio,D3,Spuntino,Kefir con banana e pistacchi,243.5,kefir naturale | banana | pistacchi non salati,NO,NO,,NO,9.5,3.6,NO
168,Febbraio,D3,Cena,"Brunch completo con couscous, pollo e carote",692.6,petto di pollo | carote | couscous di semola secco,NO,NO,,NO,47.9,7.2,NO
169,Febbraio,D4,Colazione,Kefir con fette classiche e confettura,358.6,kefir naturale | mela | fette biscottate classiche,NO,NO,,NO,10.9,4.3,NO
169,Febbraio,D4,Spuntino,Latte e gallette di riso,161.7,latte parzialmente scremato | gallette di riso,NO,NO,,NO,8.0,0.7,NO
169,Febbraio,D4,Pranzo,Pasta e cannellini con carciofi,428.9,carciofi | cannellini cotti e sgocciolati | pasta secca,NO,NO,,NO,17.6,11.6,NO
169,Febbraio,D4,Spuntino,Ricotta con crackers,204.0,ricotta vaccina | crackers classici,NO,SI,ricotta,NO,11.4,0.1,SI
169,Febbraio,D4,Cena,Manzo magro con pane bianco e cavolfiore,461.7,cavolfiore | manzo magro | pane integrale,NO,NO,,NO,36.5,8.2,NO
170,Febbraio,D5,Colazione,Avocado con semi di zucca abbondanti,262.4,avocado fresco | semi di zucca,NO,NO,,SI,7.8,3.4,SI
170,Febbraio,D5,Spuntino,Frutta in porzione piccola,89.0,banana,NO,NO,,NO,1.1,2.6,NO
170,Febbraio,D5,Pranzo,Riso teriyaki delicato con tacchino e carciofi,454.3,carciofi | petto di tacchino | radicchio,NO,NO,,NO,38.6,9.6,NO
170,Febbraio,D5,Spuntino,Kefir piccolo,66.0,kefir naturale,NO,NO,,NO,4.2,0.0,NO
170,Febbraio,D5,Cena,Pollo con patate e spinaci,754.9,patate | spinaci | petto di pollo,NO,NO,,NO,50.4,12.3,NO
171,Febbraio,D1,Colazione,Yogurt con avena e mela,305.6,yogurt bianco naturale | mela | fiocchi d'avena,NO,NO,,NO,13.1,6.6,NO
171,Febbraio,D1,Spuntino,Gallette di riso con burro di arachidi e banana,281.4,banana | gallette di riso | burro di arachidi 100%,NO,NO,,NO,7.3,4.2,NO
171,Febbraio,D1,Pranzo,Orata con patate e bietole,450.2,patate | bietole | orata,NO,NO,,NO,40.8,7.7,NO
171,Febbraio,D1,Spuntino,Mini panino con tacchino a fette,140.0,fesa di tacchino a fette | pane bianco comune,NO,NO,,NO,12.0,0.9,NO
171,Febbraio,D1,Cena,Riso jasmine con lupini e carote,442.2,carote | lupini scolati | riso jasmine secco,NO,NO,,NO,17.2,7.1,NO
172,Febbraio,D2,Colazione,Ricotta con galletta di riso,221.2,ricotta vaccina | gallette di riso,NO,SI,ricotta,NO,11.8,0.4,SI
172,Febbraio,D2,Pranzo,Pasta con nasello e zucca,447.8,zucca | nasello | pasta secca,NO,NO,,NO,31.4,3.0,NO
172,Febbraio,D2,Pasto preturno,Filetto di maiale con polenta e sedano rapa,472.8,sedano rapa | filetto di maiale | farina di mais per polenta,NO,NO,,NO,34.5,4.3,SI
172,Febbraio,D2,Spuntino notturno,Crackers classici con hummus delicato,210.2,pera | hummus semplice senza spezie piccanti | crackers classici,NO,NO,,NO,4.5,6.2,NO
172,Febbraio,D2,Spuntino notturno,Frutta e nocciole,123.4,kiwi | nocciole,NO,NO,,NO,2.5,4.4,NO
172,Febbraio,D2,Mini-pasto pre-sonno,Pane integrale con hummus e spinaci,222.2,spinaci | hummus semplice senza spezie piccanti | pane integrale,NO,NO,,NO,10.7,8.0,NO
173,Febbraio,D3,Brunch,Pasta e lenticchie con carote,427.5,carote | lenticchie cotte e sgocciolate | pasta secca,NO,NO,,NO,16.0,11.3,NO
173,Febbraio,D3,Spuntino,Avocado con pane abbondante,284.5,avocado fresco | pane bianco comune,NO,NO,,SI,6.7,3.6,SI
173,Febbraio,D3,Cena,"Brunch completo con pane integrale, salmone e radicchio",733.8,salmone | pane integrale | radicchio,NO,NO,,NO,44.3,10.2,NO
174,Febbraio,D4,Colazione,Grana con crackers abbondanti,293.0,crackers classici | Grana Padano o Parmigiano,NO,SI,grana,NO,12.3,1.4,SI
174,Febbraio,D4,Spuntino,Latte e frutta,151.7,latte parzialmente scremato | mandarini o clementine,NO,NO,,NO,7.0,2.3,NO
174,Febbraio,D4,Pranzo,Salmone con polenta e carciofi,551.1,carciofi | salmone | albume,SI,NO,,NO,39.3,9.7,NO
174,Febbraio,D4,Spuntino,Kefir e frutta,150.1,kefir naturale | mela,NO,NO,,NO,5.6,3.1,NO
174,Febbraio,D4,Cena,Riso teriyaki delicato con tacchino e spinaci,420.3,spinaci | petto di tacchino | cavolfiore,NO,NO,,NO,38.5,5.8,NO
175,Febbraio,D5,Colazione,"Yogurt bianco, corn flakes e banana",337.4,yogurt bianco naturale | banana | fiocchi di mais semplici,NO,NO,,NO,10.6,4.3,NO
175,Febbraio,D5,Spuntino,Mandarini e pistacchi,146.9,mandarini o clementine | pistacchi non salati,NO,NO,,NO,3.6,3.9,NO
175,Febbraio,D5,Pranzo,Salmone nordico con patate e cavolfiore,477.4,patate | cavolfiore | salmone,NO,NO,,NO,32.0,7.0,NO
175,Febbraio,D5,Spuntino,Mini panino con tacchino e spinaci,177.3,spinaci | pane bianco comune | fesa di tacchino a fette,NO,NO,,NO,13.9,2.8,NO
175,Febbraio,D5,Cena,Manzo magro con polenta e carote,477.7,carote | manzo magro | farina di mais per polenta,NO,NO,,NO,31.6,6.6,NO
176,Febbraio,D1,Colazione,Primosale con gallette abbondanti,351.4,formaggio primosale | gallette di riso,NO,SI,primosale,NO,17.2,1.4,SI
176,Febbraio,D1,Spuntino,Piccola porzione di lupini e frutta,120.6,arancia | lupini scolati,NO,NO,,NO,9.0,4.5,NO
176,Febbraio,D1,Pranzo,Couscous marocchino delicato con tacchino e finocchi,429.0,finocchi | petto di tacchino | cavolfiore,NO,NO,,NO,37.9,11.4,NO
176,Febbraio,D1,Spuntino,Kefir e fette classiche,161.8,kefir naturale | fette biscottate classiche,NO,NO,,NO,7.4,0.5,NO
176,Febbraio,D1,Cena,Pasta e ceci con broccoli,473.5,broccoli | ceci cotti e sgocciolati | pasta secca,NO,NO,,NO,19.4,11.9,NO
177,Febbraio,D2,Colazione,Porridge piccolo con frutta cotta,302.5,latte parzialmente scremato | mandarini o clementine | fiocchi d'avena,NO,NO,,NO,13.1,5.6,NO
177,Febbraio,D2,Pranzo,Kofte di tacchino delicati con riso e spinaci,431.5,spinaci | petto di tacchino | riso basmati secco,NO,NO,,NO,42.3,4.6,NO
177,Febbraio,D2,Pasto preturno,Pane integrale con pollo e zucca arrosto,432.2,zucca | petto di pollo | pane integrale,NO,NO,,NO,32.8,6.7,NO
177,Febbraio,D2,Spuntino notturno,Latte e gallette di riso,161.7,latte parzialmente scremato | gallette di riso,NO,NO,,NO,8.0,0.7,NO
177,Febbraio,D2,Spuntino notturno,Mini panino bianco con bresaola,138.1,pane bianco comune | bresaola,NO,NO,,NO,12.6,0.9,NO
177,Febbraio,D2,Mini-pasto pre-sonno,Avocado e crackers croccanti,243.0,avocado fresco | crackers classici,NO,NO,,SI,4.7,2.9,SI
178,Febbraio,D3,Brunch,Riso basmati con ceci e carote,490.1,carote | ceci cotti e sgocciolati | riso basmati secco,NO,NO,,NO,13.8,11.5,NO
178,Febbraio,D3,Spuntino,Yogurt bianco e banana,158.8,yogurt bianco naturale | banana,NO,NO,,NO,6.0,2.3,NO
178,Febbraio,D3,Cena,"Cena completa con polenta, coniglio e barbabietola",770.6,coniglio disossato | barbabietola | farina di mais per polenta,NO,NO,,NO,42.7,8.1,NO
179,Febbraio,D4,Colazione,Primosale con crackers abbondanti,345.0,formaggio primosale | crackers classici,NO,SI,primosale,NO,17.1,0.9,SI
179,Febbraio,D4,Spuntino,Fette integrali con burro di arachidi e confettura,284.1,fette biscottate integrali | confettura di frutta | burro di arachidi 100%,NO,NO,,NO,7.9,3.6,NO
179,Febbraio,D4,Pranzo,Filetto di maiale con polenta e zucca,438.9,zucca | filetto di maiale | farina di mais per polenta,NO,NO,,NO,34.0,2.5,NO
179,Febbraio,D4,Spuntino,Frutta in porzione piccola,61.0,kiwi,NO,NO,,NO,1.1,3.0,NO
179,Febbraio,D4,Cena,Pasta con pollo e broccoli,470.0,broccoli | petto di pollo | pasta secca,NO,NO,,NO,36.0,6.0,NO
180,Febbraio,D5,Colazione,Avocado e pane tostato,231.5,avocado fresco | pane bianco comune,NO,NO,,SI,5.0,3.0,SI
180,Febbraio,D5,Spuntino,Frutta e mandorle,100.9,pompelmo | mandorle,NO,NO,,NO,2.7,3.1,NO
180,Febbraio,D5,Pranzo,Pasta e ceci con zucca,464.1,zucca | ceci cotti e sgocciolati | pasta secca,NO,NO,,NO,16.8,8.8,NO
180,Febbraio,D5,Spuntino,Frutta e nocciole,104.8,pompelmo | nocciole,NO,NO,,NO,2.2,2.9,NO
180,Febbraio,D5,Cena,"Brunch completo con couscous, salmone e zucca",721.8,zucca | salmone | couscous di semola secco,NO,NO,,NO,38.3,3.5,NO
